Username,Produk,Review,Rating,ReviewAt
mumpunipranowo,Celana Jeans,"Harga terjangkau, kualitas mantap!",5,2025-06-03
ibrani64,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-07-03
marbunkarta,Headset Bluetooth,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-06-22
malamaulana,Jaket Hoodie,"Sudah belanja beberapa kali, selalu puas.",5,2024-08-24
user_23537,Kursi Lipat,Barang original dan berkualitas.,5,2023-02-27
user_13494,Jam Tangan Digital,Baru dipakai sebentar sudah rusak.,1,2023-12-04
user_13790,Flashdisk 64GB,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-03-21
user_16645,Smartphone Android,Sangat direkomendasikan untuk semua orang.,5,2024-11-21
shanianatsir,Celana Jeans,Barang sampai dengan aman dan cepat.,5,2025-05-18
yuniarmahesa,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",5,2024-11-13
user_24153,Lampu Tidur,Worth it banget untuk harga segini.,4,2024-04-13
user_24343,Celana Jeans,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-06-29
ssitorus,Celana Jeans,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-05-02
user_7761,Tas Wanita,Kualitas di atas ekspektasi saya!,4,2024-11-17
user_22098,Rak Sepatu,"Puas banget, terima kasih seller!",5,2024-03-08
kwahyudin,Celana Jeans,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-09-05
user_17962,Kemeja Pria,Barang original dan berkualitas.,5,2024-11-17
padmasarioliva,Jam Tangan Digital,Produk original dan kualitasnya premium.,5,2024-08-12
user_10857,Makeup Set,Warna tidak sesuai pesanan.,2,2024-03-20
siufungafung,SKINTIFIC - 377 Dark Spot 2pcs Set | Moisture Gel 30g + Serum 20ml | Niacinamide Brightening Tranexamic Acid Lightening Acne Glowing Barrier Anti-Aging Brightening Whitening Blackhead Removal Peeling Paket-Skincare,"Tekstur:jelek
Daya Serap:dikit

Pecag",1,2025-06-11 17:34
user_16418,Keyboard Mechanical,Baru dipakai sebentar sudah rusak.,2,2024-01-22
h*****8,Paperbag Miniso KKV Matahari,"Desain:modern 👜
Ketebalan:lumayan 😜
Warna:merah 🔴

Harga lumayan terjangkau, cocok untuk kemasan kado. Bakal langganan terus di toko ini. Terimakasih seller 😆💗",5,2024-12-29 09:29
user_231,Parfum Wanita,Packing asal-asalan.,1,2023-04-17
user_7622,Jam Tangan Digital,Packing asal-asalan.,2,2023-04-04
user_7094,Lampu Tidur,Pengiriman sangat lama.,2,2024-08-14
nratya,SKIN1004 Madagascar Centella Hyalu-Cica Blue Serum 50ml,"Tekstur:cair
Daya Serap:cepaat banget meresap
Efek:meredakan bruntusan

aku udah pake 3pakettt🫶🏻",5,2025-06-11 20:57
hartanaardianto,Sepatu Sneakers,Produk original dan kualitasnya premium.,5,2024-11-17
j*****g,[MUST HAVE] BNB barenbliss Cherry Makes Cheerful Lip Velvet Korea Lipcream (24H Moisturizing)  Lipcream Hasil Akhir Velvet Untuk Melembabkan Bibir Terhidrasi hingga tahan 24 Jam,"Warna:kering dan warna nya tidak seperti di foto, warna nya lebih ke merah ke unguan",2,2025-06-15 11:16
user_16513,Kemeja Pria,Pengiriman sangat lama.,2,2023-08-26
rahmawatizalindra,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",5,2024-08-03
user_23977,Makeup Set,Tidak direkomendasikan sama sekali.,1,2023-05-30
user_5357,Keyboard Mechanical,Ukuran tidak sesuai deskripsi.,2,2024-03-09
user_15046,Mouse Wireless,"Mantap, gak nyesel beli di sini.",4,2023-06-17
user_8972,Meja Belajar,Sudah komplain tapi tidak ada solusi.,2,2024-07-01
user_19858,Jam Tangan Digital,Produk tidak sesuai gambar.,2,2023-05-31
user_19467,Keyboard Mechanical,Barang datang lebih cepat dari perkiraan.,4,2023-02-15
user_1354,Jam Tangan Digital,Pengiriman sangat lama.,2,2023-04-03
user_15887,Skincare Serum,Harga terjangkau dengan kualitas oke.,4,2024-06-29
user_17348,Kaos Polos,Barang original dan berkualitas.,4,2023-10-15
user_6764,Kemeja Pria,Terlalu mahal untuk kualitas seperti ini.,1,2024-08-13
user_5993,Flashdisk 64GB,Produk kotor dan tidak layak pakai.,1,2023-03-12
user_18807,Buku Catatan,Barang rusak saat diterima.,1,2023-06-21
user_5213,Headset Gaming,Tidak direkomendasikan sama sekali.,2,2024-04-29
user_6968,Makeup Set,Ukuran tidak sesuai deskripsi.,1,2023-01-25
elmaiswahyudi,Jam Tangan Digital,"Pengiriman cepat, packing rapi. Recommended!",5,2024-10-18
user_21620,Skincare Serum,Sangat direkomendasikan untuk semua orang.,4,2023-07-31
user_2476,Lampu Tidur,Sangat puas dengan pelayanan toko ini.,4,2023-08-15
diberkati_terus,SKINTIFIC - Perfect Stay Velvet Matte Cushion | Foundation Compact Oil-Control Waterproof Sweatproof Matte Finish Non-Comedogenic Poreless Blue Cushion Foundation Flawless BB&CC Cream Makeup High-Coverage Bedak Skin Tint,salah pilih shadeeeeee..gelap banget,1,2025-06-13 11:42
user_5095,Smartphone Android,Packing asal-asalan.,1,2024-08-22
user_904,Kemeja Pria,Pengiriman sangat lama.,2,2023-10-07
user_23619,Parfum Wanita,Terlalu mahal untuk kualitas seperti ini.,2,2024-02-28
user_5700,Kemeja Pria,Produk kotor dan tidak layak pakai.,1,2023-01-20
user_24044,Buku Catatan,Worth it banget untuk harga segini.,4,2024-02-26
user_13208,Kaos Polos,Tidak direkomendasikan sama sekali.,1,2024-12-30
user_14628,Jam Tangan Digital,Suka banget sama produk ini.,5,2024-08-25
asamosir,Tumbler Stainless,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-03-25
abu_azka,[​NEW ADVANCED FORMULA] SKINTIFIC - 5X Ceramide Serum Sunscreen SPF 50+ PA++++ 50ml | Melembapkan Hidrasi Lembap Sunblock Sun-Repair Invisible Serum 2-in-1 Skincare Sunscreen Skin True to Skin Sunscreen Aqua Sunblock Glowing Barrier,Pembelian ketiga disini... Secara produk ini kualitasnya oke dan cocok kami pakai... Tp QC kali ini buruk...Yang dipesan 2 pcs ceramide yg dikirim cm 1 pcs...,1,2025-06-10 21:43
user_20381,Skincare Serum,Barang rusak saat diterima.,1,2024-12-21
kalamustofa,Mouse Wireless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-03-08
user_897,Smartphone Android,Kualitas di atas ekspektasi saya!,4,2024-10-02
user_24286,Lampu Tidur,Baru dipakai sebentar sudah rusak.,1,2024-01-10
user_6341,Flashdisk 64GB,Worth it banget untuk harga segini.,5,2024-01-06
user_23002,Buku Catatan,Sesuai dengan rating dan review yang saya baca.,4,2024-06-27
user_22365,Sepatu Sneakers,Pengiriman cepat dan aman.,4,2023-02-04
user_22912,Mouse Wireless,Produk sangat bagus dan sesuai deskripsi!,5,2023-01-03
nmelani,Jam Tangan Digital,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-02-21
user_21200,Tas Wanita,Kualitas sangat buruk.,2,2023-01-08
user_21942,Celana Jeans,Rating tinggi tapi kualitas rendah.,1,2023-12-01
user_122,Headset Gaming,Sangat direkomendasikan untuk semua orang.,5,2023-03-25
user_18341,Kemeja Pria,"Barang cacat, sangat mengecewakan.",2,2024-03-22
irwandamanik,Headset Bluetooth,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-07-25
lalamuttd,HijabChic Uzma Top | Atasan Kaos Combed Muslimah Simple Nyaman Lembut Lengan Pof Best Seller,Ada bolong sedikit dibagian tangan nya,5,2025-03-22 14:18
k*****a,HijabChic Glenda Denim Pants - Celana Denim High Waist Unfinished Nyaman Best Seller,"bagus bgt dr bahan, ukuran pas, tp ternyata lingkar pesaknya besar bgt ga expect :))) tp ya ok masih kepake sih",5,2025-04-29 15:39
liztyadi,Bed Cover Set Blue Hazumi Mix Silver - 90x200 - 200x200 - Evedaily,Desain:bagus bangettt 👍👍,5,2025-05-18 08:53
user_1915,Keyboard Mechanical,Produk kotor dan tidak layak pakai.,1,2023-01-10
user_3750,Jam Tangan Digital,Tidak direkomendasikan sama sekali.,2,2024-01-28
user_2263,Flashdisk 64GB,Rating tinggi tapi kualitas rendah.,2,2023-02-19
user_7277,Kursi Lipat,Ukuran tidak sesuai deskripsi.,1,2024-12-11
user_17352,Flashdisk 64GB,Sangat direkomendasikan untuk semua orang.,4,2024-11-10
user_11420,Tas Wanita,Barang datang lebih cepat dari perkiraan.,5,2024-10-30
user_7342,Makeup Set,Produk kotor dan tidak layak pakai.,1,2024-10-22
user_849,Skincare Serum,Pengiriman cepat dan aman.,5,2023-05-24
dwibisono,Parfum Unisex,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-06-02
user_9541,Sepatu Sneakers,Sudah komplain tapi tidak ada solusi.,2,2024-11-05
770end,Gosh Lunaria 470 Shoulder Bag,"Kapasitas:pas
Kualitas:ok
Desain:bagus",5,2025-06-08 21:05
user_10435,Buku Catatan,Ukuran tidak sesuai deskripsi.,2,2024-05-21
gq78jndwji,[NEW LAUNCH] BNB barenbliss Bloomdew Moonlight Dewy Mesh Cushion Cushion Dewy 24 Jam SPF 50 PA+++ Niacinamide & Miracle Bloom Essence Cushion Ringan Tahan Lama & Melembapkan,Cocok untuk:bnb plsss brang nya rusak😔😔,1,2025-06-15 14:04
user_8182,Tas Wanita,Packing asal-asalan.,1,2024-05-11
ernayuliana31,Sepatu ringan triset,Sepatunya bagus kualitas wokeeehhh insya allah ori yaaa....ada harga ada barang...,5,2021-07-21 16:09
m*****4,SKIN1004 Madagascar Centella Toning Toner 210ml,"Tekstur:cair
Daya Serap:cepat banget
Cocok untuk:muka

Awal beli yg kecik banget , cocok. Jadi beli yang besar",5,2025-06-11 21:30
user_1635,Parfum Wanita,"Barang palsu, bukan original.",1,2023-05-29
fifiiiii13,Gosh Amaryllis 305 Hand Bag,"Desain:GA DIKIRIM PAPERBAGNYA
Kualitas:GA DIKIRIM PAPERBAGNYA
Kapasitas:GA DIKIRIM PAPERBAGNYA",1,2025-06-13 01:22
nadpn,Gosh Avellino 531 Sandal Mules,"Kecewa, seperti barang yang sdh lama dipakai",1,2025-06-14 11:47
user_9184,Powerbank,Warna dan bentuk persis seperti di gambar.,5,2024-09-02
user_11981,Celana Jeans,Tidak direkomendasikan sama sekali.,2,2023-08-29
user_15539,Flashdisk 64GB,Terlalu mahal untuk kualitas seperti ini.,2,2024-09-08
user_3097,Kemeja Pria,Tidak direkomendasikan sama sekali.,2,2024-11-21
user_19402,Celana Jeans,Packing rapi dan aman sampai tujuan.,5,2024-06-16
user_5,Parfum Wanita,Ukuran tidak sesuai deskripsi.,2,2023-01-20
saifulmandala,Sandals Pria,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-08-27
user_9048,Rak Sepatu,Pengiriman sangat lama.,1,2023-01-04
user_4202,Smartphone Android,"Mantap, gak nyesel beli di sini.",4,2023-09-25
susantiabyasa,Lipstik Matte,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-03-29
4321dinds,SKIN1004 Madagascar Centella Ampoule 30ml,"Tekstur:car
Daya Serap:ringannn
Cocok untuk:wajah",5,2025-06-11 22:37
user_4775,Tas Wanita,Kualitas di atas ekspektasi saya!,4,2024-10-03
u*****i,[100gr] Racun Petrokum Tikus Mati Kering Tanpa Bau Super Ampuh Pest Control Pembasmi Hama Trap 100 gr Umpan Rat Mouse Poison - OX,"barang sudah diterima
baik dan cukup sesuai pesanan
aman dan tidak ada kerusakan",5,2025-05-30 17:46
user_3028,Sepatu Sneakers,Packing asal-asalan.,2,2023-10-20
user_2980,Skincare Serum,Produk sangat bagus dan sesuai deskripsi!,4,2023-12-14
user_19728,Buku Catatan,Tidak direkomendasikan sama sekali.,1,2024-05-04
jnasyiah,Sandals Pria,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-10-23
user_12947,Buku Catatan,Warna dan bentuk persis seperti di gambar.,5,2023-05-07
user_6630,Buku Catatan,Pengiriman sangat lama.,1,2024-11-20
ciaobella39,Parfum Unisex,Produk original dan kualitasnya premium.,5,2024-07-18
maderasmiati,[10PCS!!!] SKINTIFIC- Full Series Skincare Set | 5X ceramide Serum Moisturizer Gel Toner Sunscreen Cleanser Mousse Facial Wash Day Night Cream Acner Glowing Barrier Calm Down Brightening Whitening Spot retinol Paket Set,"Di live bilang gratis 10prodak, kok yg dateng paket normal",1,2025-06-11 13:10
mutiamandasari,Keyboard Mechanical,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-10-22
user_23287,Lampu Tidur,Warna tidak sesuai pesanan.,1,2024-04-07
user_18452,Rak Sepatu,Pengiriman cepat dan aman.,4,2024-08-12
user_14544,Keyboard Mechanical,"Barang cacat, sangat mengecewakan.",2,2024-09-29
user_19714,Kursi Lipat,"Barang cacat, sangat mengecewakan.",1,2024-01-23
habibijais,Parfum Unisex,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-04-13
user_17563,Headset Gaming,"Barang cacat, sangat mengecewakan.",2,2023-07-05
eli55,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2025-01-03
rahmisitompul,Sandals Pria,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-07-07
user_4917,Rak Sepatu,Terlalu mahal untuk kualitas seperti ini.,1,2023-01-01
user_17135,Lampu Tidur,Rating tinggi tapi kualitas rendah.,1,2024-09-24
aslijansimbolon,Sandals Pria,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-12-29
hprasetyo,Tumbler Stainless,"Pengiriman cepat, packing rapi. Recommended!",5,2025-04-03
user_631,Powerbank,Sangat puas dengan pelayanan toko ini.,4,2024-06-24
user_16843,Smartphone Android,Pengiriman sangat lama.,1,2024-08-26
j*****g,[GIFT] BNB barenbliss Mari Mori Make Up Remover Wipes,"Warna nya pucat tidak seperti di foto
Dan susah di blend
Tidak sperti yang pertama beli",2,2025-06-15 11:16
habibinajib,Tumbler Stainless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-03-12
user_7234,Parfum Wanita,Sudah komplain tapi tidak ada solusi.,1,2023-10-15
user_17428,Smartphone Android,Penjual tidak merespon chat.,2,2023-04-03
warsitapadmasari,Jam Tangan Digital,"Sudah belanja beberapa kali, selalu puas.",4,2025-02-08
user_19265,Keyboard Mechanical,"Servis buruk, tidak profesional.",1,2024-07-12
user_2224,Keyboard Mechanical,Pengiriman sangat lama.,2,2023-12-14
anang_pambudi123,Nevada Feliz2 Slipper Sandal Wanita 121585009,"Kenyamanan:sangat nyaman
Kualitas:bagus
Styling:elegan

Sendal nya bagus bngt .. matahari memang gg prnh gagal .. ukuran nya pas bngt",5,2025-06-13 05:02
kwijayanti,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-06-28
user_5565,Skincare Serum,Baru dipakai sebentar sudah rusak.,2,2023-04-07
taufik12,Kemeja Polos,Produk original dan kualitasnya premium.,5,2024-07-05
user_26,Meja Belajar,Rating tinggi tapi kualitas rendah.,1,2023-12-17
user_5212,Buku Catatan,Produk kotor dan tidak layak pakai.,1,2023-05-11
user_8406,Makeup Set,Produk tidak sesuai gambar.,1,2023-08-29
user_8476,Keyboard Mechanical,Kualitas sangat buruk.,2,2023-05-07
user_24135,Skincare Serum,Rating tinggi tapi kualitas rendah.,2,2023-04-06
karya92,Parfum Unisex,"Packing rapi banget, penjual ramah.",5,2025-03-27
user_15141,Headset Gaming,Worth it banget untuk harga segini.,5,2024-04-01
user_8588,Lampu Tidur,Produk kotor dan tidak layak pakai.,1,2024-08-06
d*****9,Nevada Reg Print Garfield Kaos Lengan Pendek Wanita 121903398,Produk matahari ga pernah ngecewain,5,2025-06-11 21:24
wiekecand,[MUST HAVE] BNB barenbliss Cherry Makes Cheerful Lip Velvet Korea Lipcream (24H Moisturizing)  Lipcream Hasil Akhir Velvet Untuk Melembabkan Bibir Terhidrasi hingga tahan 24 Jam,"Teksturnya lembut, ada efek blurry, dan gak bikin bibir kering, warnanya cakep bgt. Suka sekali",5,2025-06-15 07:48
user_20177,Sepatu Sneakers,Penjual tidak merespon chat.,1,2024-03-15
user_9752,Headset Gaming,Sesuai dengan rating dan review yang saya baca.,4,2023-05-11
user_10352,Makeup Set,Penjual tidak merespon chat.,2,2024-01-30
user_2135,Smartphone Android,Packing asal-asalan.,1,2023-11-22
user_17409,Kursi Lipat,Tidak direkomendasikan sama sekali.,1,2024-03-12
user_1005,Sepatu Sneakers,Kualitas sangat buruk.,2,2024-07-28
user_20285,Skincare Serum,Ukuran tidak sesuai deskripsi.,1,2024-09-28
user_22005,Jam Tangan Digital,Top banget! Bakal order lagi nanti.,5,2024-11-21
e*****i,Gosh Lunaria 323 Sling Bag,"terimakasih byk kak, barang sdh diterima dgn baik & aman..
free packing kardus
seller ramah, fast respon..
sukses selalu kak",5,2025-06-12 08:46
user_20567,Jam Tangan Digital,Produk kotor dan tidak layak pakai.,2,2023-05-12
unjanigunawan,Parfum Unisex,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-04-06
user_20957,Parfum Wanita,Packing asal-asalan.,1,2023-10-07
darmajimaulana,Sepatu Sneakers,"Pengiriman cepat, packing rapi. Recommended!",4,2024-10-29
user_18419,Rak Sepatu,Pengiriman sangat lama.,1,2024-02-29
umaryati,Tumbler Stainless,"Sudah belanja beberapa kali, selalu puas.",4,2025-03-12
user_12489,Rak Sepatu,"Beli karena review bagus, ternyata zonk.",2,2023-07-10
geridewantara_,SKINTIFIC UV Shield Sunscreen All Series - SPF50+ SPF35 PA++++ Skincare | Matte Fit / 5X Ceramide / Aqua Light Daily/ Light Serum Brightening Sunscreen With Vitamin C 5X Ceramide Zinc PCA Ectoin Oat Extract UVA/UVB Filter,kemasan rusak pada penyok semua,1,2025-06-09 18:22
user_8404,Kursi Lipat,"Servis buruk, tidak profesional.",1,2023-02-20
user_5387,Skincare Serum,"Beli karena review bagus, ternyata zonk.",1,2023-01-10
pardiandriani,Jam Tangan Digital,"Harga terjangkau, kualitas mantap!",5,2024-12-26
ibunsimbolon,Mouse Wireless,Produk original dan kualitasnya premium.,4,2025-03-04
user_18558,Rak Sepatu,Pengiriman sangat lama.,1,2023-06-05
user_17232,Mouse Wireless,"Barang palsu, bukan original.",1,2023-11-28
user_17393,Smartphone Android,Sudah komplain tapi tidak ada solusi.,1,2023-01-06
user_3494,Sepatu Sneakers,"Barang cacat, sangat mengecewakan.",2,2023-12-16
user_19805,Buku Catatan,Penjual tidak merespon chat.,2,2023-01-08
user_95,Jam Tangan Digital,Tidak direkomendasikan sama sekali.,1,2023-11-05
user_12281,Jam Tangan Digital,Ukuran tidak sesuai deskripsi.,1,2024-07-15
user_18977,Kemeja Pria,Worth it banget untuk harga segini.,4,2024-10-18
wagebudiman,Celana Jeans,Produk original dan kualitasnya premium.,5,2024-08-18
user_7716,Headset Gaming,Sangat direkomendasikan untuk semua orang.,4,2023-01-15
5to6eeum1p,Gio Saverino Flatshoes Wanita Nabila Korea,Desain:bagus sesuai pic,5,2025-06-12 07:43
7_8nv0jbdc,Tas ransel Backpack Lazzardi - Splendido | Tas laptop,Lumayan barang sesuai harga,5,2025-03-04 21:57
k*****2,Gosh Novara 451 Sandal Slingback,"Kenyamanan:gak.presisi sbenarnya
Styling:sederhana but ok
Kualitas:belom dicoba",5,2025-06-04 06:48
gunartodarmana,Sandals Pria,"Warnanya cantik dan tahan lama, puas banget!",5,2025-05-26
user_2621,Smartphone Android,Ukuran tidak sesuai deskripsi.,1,2023-08-20
user_11181,Celana Jeans,Barang rusak saat diterima.,1,2024-06-03
user_24047,Parfum Wanita,Sangat kecewa dengan produk ini.,2,2023-05-20
user_16972,Lampu Tidur,Packing asal-asalan.,1,2023-02-14
znugroho,Kemeja Polos,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-12-05
user_24872,Parfum Wanita,Ukuran tidak sesuai deskripsi.,2,2023-03-21
user_23067,Flashdisk 64GB,Barang tidak berfungsi dengan baik.,1,2024-04-28
kuswandaritasnim,Jaket Hoodie,Produk original dan kualitasnya premium.,5,2025-03-04
user_2117,Meja Belajar,"Pelayanan cepat, packing aman, produk oke!",4,2023-11-03
user_5610,Keyboard Mechanical,Suka banget sama produk ini.,5,2024-05-16
user_7129,Skincare Serum,Baru dipakai sebentar sudah rusak.,2,2023-02-20
user_13663,Powerbank,"Beli karena review bagus, ternyata zonk.",1,2024-06-28
user_24779,Parfum Wanita,"Servis buruk, tidak profesional.",1,2024-12-31
user_10354,Keyboard Mechanical,Rating tinggi tapi kualitas rendah.,2,2024-11-26
jumari51,Jaket Hoodie,"Sudah belanja beberapa kali, selalu puas.",5,2024-07-30
user_20879,Celana Jeans,"Mantap, gak nyesel beli di sini.",5,2023-07-23
farahkhairunnisa17,[PRELOVED] - Navy Flanel | LD 116CM | Kemaja Oversized | Thrift Atasan Murah | Korean Style,"Lucu lucu ih😍 harum juga, pengirimannya cepat, thanks kak dapet bonus stiker juga😊",5,2021-04-01 21:24
juliapuspita,Tumbler Stainless,Produk original dan kualitasnya premium.,5,2025-04-29
asafitri,Sepatu Sneakers,Barang sampai dengan aman dan cepat.,5,2024-11-07
putragalar,Tumbler Stainless,Barang sampai dengan aman dan cepat.,5,2025-05-21
user_10425,Meja Belajar,Barang tidak berfungsi dengan baik.,1,2024-08-12
user_24831,Headset Gaming,Packing rapi dan aman sampai tujuan.,5,2023-06-30
s_vam,Gosh Bolzano 351 Sneakers,"Kenyamanan:sangat nyaman dan Ringan
Kualitas:sangat Baik

Maaf nx sempat foto n Vdio,,yg jlas akan pesan lagi..
Tidak Rugi u tuk memesannya..terbaik memang",5,2025-06-06 05:23
user_18631,Headset Gaming,Warna tidak sesuai pesanan.,2,2024-07-26
pradanafitria,Tumbler Stainless,"Harga terjangkau, kualitas mantap!",5,2024-08-14
user_3907,Jam Tangan Digital,Produk tidak sesuai gambar.,2,2024-02-04
lusamah,Sepatu Sneakers,Produk original dan kualitasnya premium.,5,2025-05-09
user_22168,Kaos Polos,Pengiriman sangat lama.,2,2024-06-05
s*****a,Fleurette| Sandal Wanita| AGATHA,"Kenyamanan:nyaman dipakai
Kualitas:baik
Pas untuk Acara:casual

Beli saat promo lebaran, was was takut ga nyampe sebelum lebaran, diproses cepat, ukuran pas, enak dipakai, ngga licin, lem sendal kuat, strap bisa diatur ngga sakit juga saat dipake",5,2025-06-03 16:21
user_1939,Kaos Polos,Ukuran pas dan sesuai pesanan.,5,2024-11-04
user_9150,Celana Jeans,Baru dipakai sebentar sudah rusak.,2,2023-03-08
user_21515,Skincare Serum,Sangat kecewa dengan produk ini.,1,2024-01-01
el_christine,Blackmores Bio C 1000Mg BPOM Kalbe 90 Tab | Suplemen Vitamin C Kekebalan Tubuh Dan Antioksidan,Kadaluarsa:01 mei 2027,5,2025-06-12 21:50
romadhonimoeh,Tas Selempang Wanita Hitam Shopie Martin T7909B5,Baguuus.. 😍,5,2025-06-07 16:48
user_21996,Headset Gaming,Suka banget sama produk ini.,4,2023-03-25
wennimori,Gio Saverino Sepatu Sneakers Anak Terbaru Messi,"Desain:sangat bagus
Warna:putih dongker
Kenyamanan:sagat nya.a dan mpukkk",5,2025-06-12 12:49
user_10435,Kaos Polos,Produk tidak sesuai gambar.,1,2023-06-02
user_899,Parfum Wanita,Barang tidak berfungsi dengan baik.,1,2023-11-12
user_19613,Skincare Serum,Penjual sangat ramah dan fast respon.,4,2024-09-21
user_15614,Skincare Serum,Pengiriman cepat dan aman.,4,2023-02-18
iwahyudin,Tas Ransel,"Harga terjangkau, kualitas mantap!",5,2024-10-07
user_7146,Kaos Polos,Produk sangat bagus dan sesuai deskripsi!,4,2023-03-22
user_23259,Kursi Lipat,Kualitas di atas ekspektasi saya!,5,2024-04-07
hardanaprasetya,Lipstik Matte,"Warnanya cantik dan tahan lama, puas banget!",5,2025-03-21
user_19185,Kursi Lipat,Ukuran pas dan sesuai pesanan.,4,2024-09-06
user_23934,Mouse Wireless,Sesuai dengan rating dan review yang saya baca.,5,2024-10-30
n*****y,Gosh Zinnia 434 Backpack,"Desain:biasa
Kapasitas:biasa
Pas untuk Acara:untuk school, jalan² juga oke

kok GOSH semakin kesini kwalitasnya kurang..
g seperti dulu Krn saya pengguna gosh dari zaman saya masih SMP, dan sekarang turun ke anak saya
minta tolong kwalitasnya dijaga

untuk jas akirim paket sudah terkoyak dan sepertinya sudah dibuka paketnya",2,2025-06-10 11:41
user_24967,Rak Sepatu,Suka banget sama produk ini.,5,2024-11-29
aisyahharahap890,[ ! TERBATAS ! ] SKINTIFIC -  12% Acid Peeling Solution Glowing Serum 30ml | Eksfoliasi Wajah  Exfoliasi Exfoliating Serum Essence Penghalusan Kulit  Mengangkat Sel Kulit Mati Membersihkan Anti Acne Mencerahkan Jerawat Dark Spot Mengencangkan Kulit,"Aroma:aromanya aneh bau gitu
Efek:pas di pake muka saya panas trus merah"" ngk tau apa karna ngk cocok udh mahal pula eh malah ngk cocok buat kalian kalo mau beli mikir"" deh",2,2025-06-11 21:15
user_1613,Headset Gaming,"Servis buruk, tidak profesional.",1,2023-03-19
winarsihmumpuni,Kemeja Polos,"Sudah belanja beberapa kali, selalu puas.",5,2025-03-19
user_14843,Skincare Serum,Ukuran tidak sesuai deskripsi.,1,2023-02-09
hirawan,Tumbler Stainless,"Packing rapi banget, penjual ramah.",5,2024-12-24
user_16506,Flashdisk 64GB,Barang tidak berfungsi dengan baik.,2,2023-02-13
user_16432,Sepatu Sneakers,Packing rapi dan aman sampai tujuan.,5,2024-07-28
user_3293,Kaos Polos,Tidak direkomendasikan sama sekali.,1,2024-02-02
ajimatsaefullah,Jam Tangan Digital,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-02-11
user_22688,Kemeja Pria,Sesuai dengan rating dan review yang saya baca.,4,2023-02-05
user_12824,Tas Wanita,Terlalu mahal untuk kualitas seperti ini.,2,2023-04-09
user_18065,Parfum Wanita,Pengiriman sangat lama.,1,2023-06-21
user_8621,Kaos Polos,"Barang palsu, bukan original.",1,2024-08-11
ihastuti,Tas Ransel,"Harga terjangkau, kualitas mantap!",4,2024-11-25
user_9705,Tas Wanita,"Servis buruk, tidak profesional.",2,2024-06-24
user_14147,Celana Jeans,Barang datang lebih cepat dari perkiraan.,4,2024-05-13
user_18089,Keyboard Mechanical,Barang datang lebih cepat dari perkiraan.,5,2024-06-17
ana22_mimi.com,T9237B5 Tas Selempang Kulit Wanita Hitam Shopie Martin Official Promo Terbaru Original,"belum dibuka, tp sdh prcy aj blnja dtoko ini..makasoh dibeli..",5,2025-06-08 06:08
user_20607,Buku Catatan,"Beli karena review bagus, ternyata zonk.",1,2024-12-08
user_1128,Lampu Tidur,Terlalu mahal untuk kualitas seperti ini.,2,2023-05-22
user_5706,Rak Sepatu,Produk sangat bagus dan sesuai deskripsi!,4,2023-09-28
user_12724,Rak Sepatu,Rating tinggi tapi kualitas rendah.,1,2024-03-10
sitiplaystore122,SKINTIFIC - Ultra Cover Powder Foundation 9g |  Two Way Cake Pressed Powder Matte Bedak tabur Padat ori Compact Meratakan warna kulit with Carnosine Ectoin Squalane Silk TWC Powder cushion matte official biru cushion tahan lama blur,"Tekstur:hlus
Warna:pas
Kualitas:oke,tpi sayang bedak ny pecah hancur,jdy rubi bly ny,mna mau kmbaliin sush,ribet",1,2025-06-10 18:22
user_23587,Headset Gaming,Rating tinggi tapi kualitas rendah.,2,2023-03-19
user_11831,Powerbank,"Servis buruk, tidak profesional.",1,2024-09-09
user_10125,Buku Catatan,Baru dipakai sebentar sudah rusak.,1,2024-10-01
alambanasitumorang,Parfum Unisex,"Pengiriman cepat, packing rapi. Recommended!",4,2025-01-26
wisnu25,Tumbler Stainless,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-07-20
